AvgSpotLen	BioSample	Experiment	Instrument	LoadDate	MBases	MBytes	Organism	Run	SRA_Sample	Sample_Name	biomaterial_provider	cell_line	cell_type	source_name	treated_with	Assay_Type	BioProject	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	InsertSize	LibraryLayout	LibrarySelection	LibrarySource	Platform	ReleaseDate	SRA_Study
152	SAMN03317771	SRX859296	Illumina MiSeq	2015-01-31	7	4	Homo sapiens	SRR1779848	SRS830873	GSM1596516	Coriell; https://catalog.coriell.org/0/Sections/Search/Search.aspx?PgId=165&amp;q=GM12878	GM12878	lymphoblastoid cells	singles-GM-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318026	SRX859297	Illumina MiSeq	2015-01-31	27	14	Homo sapiens	SRR1779849	SRS830875	GSM1596517	Coriell; https://catalog.coriell.org/0/Sections/Search/Search.aspx?PgId=165&amp;q=GM12878	GM12878	lymphoblastoid cells	singles-GM-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03317934	SRX859298	Illumina MiSeq	2015-01-31	13	7	Homo sapiens	SRR1779850	SRS830877	GSM1596518	Coriell; https://catalog.coriell.org/0/Sections/Search/Search.aspx?PgId=165&amp;q=GM12878	GM12878	lymphoblastoid cells	singles-GM-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03317894	SRX859299	Illumina MiSeq	2015-01-31	75	38	Homo sapiens	SRR1779851	SRS830878	GSM1596519	Coriell; https://catalog.coriell.org/0/Sections/Search/Search.aspx?PgId=165&amp;q=GM12878	GM12878	lymphoblastoid cells	singles-GM-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03317967	SRX859300	Illumina MiSeq	2015-01-31	41	22	Homo sapiens	SRR1779852	SRS830879	GSM1596520	Coriell; https://catalog.coriell.org/0/Sections/Search/Search.aspx?PgId=165&amp;q=GM12878	GM12878	lymphoblastoid cells	singles-GM-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03317754	SRX859301	Illumina MiSeq	2015-01-31	26	13	Homo sapiens	SRR1779853	SRS830880	GSM1596521	Coriell; https://catalog.coriell.org/0/Sections/Search/Search.aspx?PgId=165&amp;q=GM12878	GM12878	lymphoblastoid cells	singles-GM-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318364	SRX859302	Illumina MiSeq	2015-01-31	26	14	Homo sapiens	SRR1779854	SRS830882	GSM1596522	Coriell; https://catalog.coriell.org/0/Sections/Search/Search.aspx?PgId=165&amp;q=GM12878	GM12878	lymphoblastoid cells	singles-GM-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03317954	SRX859303	Illumina MiSeq	2015-01-31	12	7	Homo sapiens	SRR1779855	SRS830881	GSM1596523	Coriell; https://catalog.coriell.org/0/Sections/Search/Search.aspx?PgId=165&amp;q=GM12878	GM12878	lymphoblastoid cells	singles-GM-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318646	SRX859304	Illumina MiSeq	2015-01-31	4	2	Homo sapiens	SRR1779856	SRS830883	GSM1596524	Coriell; https://catalog.coriell.org/0/Sections/Search/Search.aspx?PgId=165&amp;q=GM12878	GM12878	lymphoblastoid cells	singles-GM-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318318	SRX859305	Illumina MiSeq	2015-01-31	18	10	Homo sapiens	SRR1779857	SRS830884	GSM1596525	Coriell; https://catalog.coriell.org/0/Sections/Search/Search.aspx?PgId=165&amp;q=GM12878	GM12878	lymphoblastoid cells	singles-GM-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318560	SRX859306	Illumina MiSeq	2015-01-31	39	20	Homo sapiens	SRR1779858	SRS830885	GSM1596526	Coriell; https://catalog.coriell.org/0/Sections/Search/Search.aspx?PgId=165&amp;q=GM12878	GM12878	lymphoblastoid cells	singles-GM-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318299	SRX859307	Illumina MiSeq	2015-01-31	18	10	Homo sapiens	SRR1779859	SRS830886	GSM1596527	Coriell; https://catalog.coriell.org/0/Sections/Search/Search.aspx?PgId=165&amp;q=GM12878	GM12878	lymphoblastoid cells	singles-GM-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318296	SRX859308	Illumina MiSeq	2015-01-31	25	13	Homo sapiens	SRR1779860	SRS830890	GSM1596528	Coriell; https://catalog.coriell.org/0/Sections/Search/Search.aspx?PgId=165&amp;q=GM12878	GM12878	lymphoblastoid cells	singles-GM-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03317918	SRX859309	Illumina MiSeq	2015-01-31	30	15	Homo sapiens	SRR1779861	SRS830887	GSM1596529	Coriell; https://catalog.coriell.org/0/Sections/Search/Search.aspx?PgId=165&amp;q=GM12878	GM12878	lymphoblastoid cells	singles-GM-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318103	SRX859310	Illumina MiSeq	2015-01-31	12	6	Homo sapiens	SRR1779862	SRS830891	GSM1596530	Coriell; https://catalog.coriell.org/0/Sections/Search/Search.aspx?PgId=165&amp;q=GM12878	GM12878	lymphoblastoid cells	singles-GM-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318231	SRX859311	Illumina MiSeq	2015-01-31	82	41	Homo sapiens	SRR1779863	SRS830889	GSM1596531	Coriell; https://catalog.coriell.org/0/Sections/Search/Search.aspx?PgId=165&amp;q=GM12878	GM12878	lymphoblastoid cells	singles-GM-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318156	SRX859312	Illumina MiSeq	2015-01-31	50	25	Homo sapiens	SRR1779864	SRS830892	GSM1596532	Coriell; https://catalog.coriell.org/0/Sections/Search/Search.aspx?PgId=165&amp;q=GM12878	GM12878	lymphoblastoid cells	singles-GM-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03317890	SRX859313	Illumina MiSeq	2015-01-31	5	3	Homo sapiens	SRR1779865	SRS830893	GSM1596533	Coriell; https://catalog.coriell.org/0/Sections/Search/Search.aspx?PgId=165&amp;q=GM12878	GM12878	lymphoblastoid cells	singles-GM-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03317808	SRX859314	Illumina MiSeq	2015-01-31	54	27	Homo sapiens	SRR1779866	SRS830888	GSM1596534	Coriell; https://catalog.coriell.org/0/Sections/Search/Search.aspx?PgId=165&amp;q=GM12878	GM12878	lymphoblastoid cells	singles-GM-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318361	SRX859315	Illumina MiSeq	2015-01-31	6	4	Homo sapiens	SRR1779867	SRS830894	GSM1596535	Coriell; https://catalog.coriell.org/0/Sections/Search/Search.aspx?PgId=165&amp;q=GM12878	GM12878	lymphoblastoid cells	singles-GM-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318495	SRX859316	Illumina MiSeq	2015-01-31	16	8	Homo sapiens	SRR1779868	SRS830895	GSM1596536	Coriell; https://catalog.coriell.org/0/Sections/Search/Search.aspx?PgId=165&amp;q=GM12878	GM12878	lymphoblastoid cells	singles-GM-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318204	SRX859317	Illumina MiSeq	2015-01-31	28	14	Homo sapiens	SRR1779869	SRS830897	GSM1596537	Coriell; https://catalog.coriell.org/0/Sections/Search/Search.aspx?PgId=165&amp;q=GM12878	GM12878	lymphoblastoid cells	singles-GM-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318625	SRX859318	Illumina MiSeq	2015-01-31	30	15	Homo sapiens	SRR1779870	SRS830899	GSM1596538	Coriell; https://catalog.coriell.org/0/Sections/Search/Search.aspx?PgId=165&amp;q=GM12878	GM12878	lymphoblastoid cells	singles-GM-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318128	SRX859319	Illumina MiSeq	2015-01-31	278	133	Homo sapiens	SRR1779871	SRS830900	GSM1596539	Coriell; https://catalog.coriell.org/0/Sections/Search/Search.aspx?PgId=165&amp;q=GM12878	GM12878	lymphoblastoid cells	singles-GM-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318433	SRX859320	Illumina MiSeq	2015-01-31	25	13	Homo sapiens	SRR1779872	SRS830902	GSM1596540	Coriell; https://catalog.coriell.org/0/Sections/Search/Search.aspx?PgId=165&amp;q=GM12878	GM12878	lymphoblastoid cells	singles-GM-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318027	SRX859321	Illumina MiSeq	2015-01-31	8	5	Homo sapiens	SRR1779873	SRS830896	GSM1596541	Coriell; https://catalog.coriell.org/0/Sections/Search/Search.aspx?PgId=165&amp;q=GM12878	GM12878	lymphoblastoid cells	singles-GM-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03317929	SRX859322	Illumina MiSeq	2015-01-31	21	11	Homo sapiens	SRR1779874	SRS830901	GSM1596542	Coriell; https://catalog.coriell.org/0/Sections/Search/Search.aspx?PgId=165&amp;q=GM12878	GM12878	lymphoblastoid cells	singles-GM-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318684	SRX859323	NextSeq 500	2015-01-31	30	14	Homo sapiens	SRR1779875	SRS830898	GSM1596543	Coriell; https://catalog.coriell.org/0/Sections/Search/Search.aspx?PgId=165&amp;q=GM12878	GM12878	lymphoblastoid cells	singles-GM-rep3	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318437	SRX859324	NextSeq 500	2015-01-31	21	10	Homo sapiens	SRR1779876	SRS830903	GSM1596544	Coriell; https://catalog.coriell.org/0/Sections/Search/Search.aspx?PgId=165&amp;q=GM12878	GM12878	lymphoblastoid cells	singles-GM-rep3	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03317948	SRX859325	NextSeq 500	2015-01-31	54	25	Homo sapiens	SRR1779877	SRS830904	GSM1596545	Coriell; https://catalog.coriell.org/0/Sections/Search/Search.aspx?PgId=165&amp;q=GM12878	GM12878	lymphoblastoid cells	singles-GM-rep3	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318406	SRX859326	NextSeq 500	2015-01-31	25	13	Homo sapiens	SRR1779878	SRS830905	GSM1596546	Coriell; https://catalog.coriell.org/0/Sections/Search/Search.aspx?PgId=165&amp;q=GM12878	GM12878	lymphoblastoid cells	singles-GM-rep3	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03317950	SRX859327	NextSeq 500	2015-01-31	32	15	Homo sapiens	SRR1779879	SRS830909	GSM1596547	Coriell; https://catalog.coriell.org/0/Sections/Search/Search.aspx?PgId=165&amp;q=GM12878	GM12878	lymphoblastoid cells	singles-GM-rep3	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318512	SRX859328	NextSeq 500	2015-01-31	26	13	Homo sapiens	SRR1779880	SRS830906	GSM1596548	Coriell; https://catalog.coriell.org/0/Sections/Search/Search.aspx?PgId=165&amp;q=GM12878	GM12878	lymphoblastoid cells	singles-GM-rep3	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318257	SRX859329	NextSeq 500	2015-01-31	9	4	Homo sapiens	SRR1779881	SRS830910	GSM1596549	Coriell; https://catalog.coriell.org/0/Sections/Search/Search.aspx?PgId=165&amp;q=GM12878	GM12878	lymphoblastoid cells	singles-GM-rep3	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318438	SRX859330	NextSeq 500	2015-01-31	19	9	Homo sapiens	SRR1779882	SRS830907	GSM1596550	Coriell; https://catalog.coriell.org/0/Sections/Search/Search.aspx?PgId=165&amp;q=GM12878	GM12878	lymphoblastoid cells	singles-GM-rep3	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318426	SRX859331	NextSeq 500	2015-01-31	11	5	Homo sapiens	SRR1779883	SRS830908	GSM1596551	Coriell; https://catalog.coriell.org/0/Sections/Search/Search.aspx?PgId=165&amp;q=GM12878	GM12878	lymphoblastoid cells	singles-GM-rep3	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318503	SRX859332	NextSeq 500	2015-01-31	7	3	Homo sapiens	SRR1779884	SRS830911	GSM1596552	Coriell; https://catalog.coriell.org/0/Sections/Search/Search.aspx?PgId=165&amp;q=GM12878	GM12878	lymphoblastoid cells	singles-GM-rep3	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318552	SRX859333	NextSeq 500	2015-01-31	35	16	Homo sapiens	SRR1779885	SRS830912	GSM1596553	Coriell; https://catalog.coriell.org/0/Sections/Search/Search.aspx?PgId=165&amp;q=GM12878	GM12878	lymphoblastoid cells	singles-GM-rep3	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03317920	SRX859334	NextSeq 500	2015-01-31	13	6	Homo sapiens	SRR1779886	SRS830913	GSM1596554	Coriell; https://catalog.coriell.org/0/Sections/Search/Search.aspx?PgId=165&amp;q=GM12878	GM12878	lymphoblastoid cells	singles-GM-rep3	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318636	SRX859335	NextSeq 500	2015-01-31	8	3	Homo sapiens	SRR1779887	SRS830914	GSM1596555	Coriell; https://catalog.coriell.org/0/Sections/Search/Search.aspx?PgId=165&amp;q=GM12878	GM12878	lymphoblastoid cells	singles-GM-rep3	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318485	SRX859336	NextSeq 500	2015-01-31	33	15	Homo sapiens	SRR1779888	SRS830917	GSM1596556	Coriell; https://catalog.coriell.org/0/Sections/Search/Search.aspx?PgId=165&amp;q=GM12878	GM12878	lymphoblastoid cells	singles-GM-rep3	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318047	SRX859337	NextSeq 500	2015-01-31	34	16	Homo sapiens	SRR1779889	SRS830916	GSM1596557	Coriell; https://catalog.coriell.org/0/Sections/Search/Search.aspx?PgId=165&amp;q=GM12878	GM12878	lymphoblastoid cells	singles-GM-rep3	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318063	SRX859338	NextSeq 500	2015-01-31	19	9	Homo sapiens	SRR1779890	SRS830918	GSM1596558	Coriell; https://catalog.coriell.org/0/Sections/Search/Search.aspx?PgId=165&amp;q=GM12878	GM12878	lymphoblastoid cells	singles-GM-rep3	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03317970	SRX859339	NextSeq 500	2015-01-31	39	18	Homo sapiens	SRR1779891	SRS830915	GSM1596559	Coriell; https://catalog.coriell.org/0/Sections/Search/Search.aspx?PgId=165&amp;q=GM12878	GM12878	lymphoblastoid cells	singles-GM-rep3	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318692	SRX859340	NextSeq 500	2015-01-31	46	21	Homo sapiens	SRR1779892	SRS830920	GSM1596560	Coriell; https://catalog.coriell.org/0/Sections/Search/Search.aspx?PgId=165&amp;q=GM12878	GM12878	lymphoblastoid cells	singles-GM-rep3	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318109	SRX859341	NextSeq 500	2015-01-31	34	16	Homo sapiens	SRR1779893	SRS830919	GSM1596561	Coriell; https://catalog.coriell.org/0/Sections/Search/Search.aspx?PgId=165&amp;q=GM12878	GM12878	lymphoblastoid cells	singles-GM-rep3	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318473	SRX859342	NextSeq 500	2015-01-31	18	8	Homo sapiens	SRR1779894	SRS830922	GSM1596562	Coriell; https://catalog.coriell.org/0/Sections/Search/Search.aspx?PgId=165&amp;q=GM12878	GM12878	lymphoblastoid cells	singles-GM-rep3	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318557	SRX859343	NextSeq 500	2015-01-31	11	5	Homo sapiens	SRR1779895	SRS830921	GSM1596563	Coriell; https://catalog.coriell.org/0/Sections/Search/Search.aspx?PgId=165&amp;q=GM12878	GM12878	lymphoblastoid cells	singles-GM-rep3	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318360	SRX859344	NextSeq 500	2015-01-31	31	14	Homo sapiens	SRR1779896	SRS830925	GSM1596564	Coriell; https://catalog.coriell.org/0/Sections/Search/Search.aspx?PgId=165&amp;q=GM12878	GM12878	lymphoblastoid cells	singles-GM-rep3	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318374	SRX859345	NextSeq 500	2015-01-31	10	4	Homo sapiens	SRR1779897	SRS830935	GSM1596565	Coriell; https://catalog.coriell.org/0/Sections/Search/Search.aspx?PgId=165&amp;q=GM12878	GM12878	lymphoblastoid cells	singles-GM-rep3	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318479	SRX859346	NextSeq 500	2015-01-31	47	22	Homo sapiens	SRR1779898	SRS830924	GSM1596566	Coriell; https://catalog.coriell.org/0/Sections/Search/Search.aspx?PgId=165&amp;q=GM12878	GM12878	lymphoblastoid cells	singles-GM-rep3	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318140	SRX859347	NextSeq 500	2015-01-31	59	27	Homo sapiens	SRR1779899	SRS830923	GSM1596567	Coriell; https://catalog.coriell.org/0/Sections/Search/Search.aspx?PgId=165&amp;q=GM12878	GM12878	lymphoblastoid cells	singles-GM-rep3	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318020	SRX859348	NextSeq 500	2015-01-31	30	14	Homo sapiens	SRR1779900	SRS830940	GSM1596568	Coriell; https://catalog.coriell.org/0/Sections/Search/Search.aspx?PgId=165&amp;q=GM12878	GM12878	lymphoblastoid cells	singles-GM-rep3	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318152	SRX859349	NextSeq 500	2015-01-31	56	26	Homo sapiens	SRR1779901	SRS830928	GSM1596569	Coriell; https://catalog.coriell.org/0/Sections/Search/Search.aspx?PgId=165&amp;q=GM12878	GM12878	lymphoblastoid cells	singles-GM-rep3	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318057	SRX859350	NextSeq 500	2015-01-31	50	23	Homo sapiens	SRR1779902	SRS830927	GSM1596570	Coriell; https://catalog.coriell.org/0/Sections/Search/Search.aspx?PgId=165&amp;q=GM12878	GM12878	lymphoblastoid cells	singles-GM-rep3	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318079	SRX859351	NextSeq 500	2015-01-31	61	28	Homo sapiens	SRR1779903	SRS830926	GSM1596571	Coriell; https://catalog.coriell.org/0/Sections/Search/Search.aspx?PgId=165&amp;q=GM12878	GM12878	lymphoblastoid cells	singles-GM-rep3	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03317889	SRX859352	NextSeq 500	2015-01-31	16	7	Homo sapiens	SRR1779904	SRS830929	GSM1596572	Coriell; https://catalog.coriell.org/0/Sections/Search/Search.aspx?PgId=165&amp;q=GM12878	GM12878	lymphoblastoid cells	singles-GM-rep3	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03317818	SRX859353	NextSeq 500	2015-01-31	40	19	Homo sapiens	SRR1779905	SRS830930	GSM1596573	Coriell; https://catalog.coriell.org/0/Sections/Search/Search.aspx?PgId=165&amp;q=GM12878	GM12878	lymphoblastoid cells	singles-GM-rep3	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03317831	SRX859354	NextSeq 500	2015-01-31	25	11	Homo sapiens	SRR1779906	SRS830931	GSM1596574	Coriell; https://catalog.coriell.org/0/Sections/Search/Search.aspx?PgId=165&amp;q=GM12878	GM12878	lymphoblastoid cells	singles-GM-rep3	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318708	SRX859355	NextSeq 500	2015-01-31	28	13	Homo sapiens	SRR1779907	SRS830932	GSM1596575	Coriell; https://catalog.coriell.org/0/Sections/Search/Search.aspx?PgId=165&amp;q=GM12878	GM12878	lymphoblastoid cells	singles-GM-rep3	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03317985	SRX859356	NextSeq 500	2015-01-31	50	23	Homo sapiens	SRR1779908	SRS830933	GSM1596576	Coriell; https://catalog.coriell.org/0/Sections/Search/Search.aspx?PgId=165&amp;q=GM12878	GM12878	lymphoblastoid cells	singles-GM-rep3	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318647	SRX859357	NextSeq 500	2015-01-31	46	21	Homo sapiens	SRR1779909	SRS830949	GSM1596577	Coriell; https://catalog.coriell.org/0/Sections/Search/Search.aspx?PgId=165&amp;q=GM12878	GM12878	lymphoblastoid cells	singles-GM-rep3	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318457	SRX859358	NextSeq 500	2015-01-31	79	36	Homo sapiens	SRR1779910	SRS830934	GSM1596578	Coriell; https://catalog.coriell.org/0/Sections/Search/Search.aspx?PgId=165&amp;q=GM12878	GM12878	lymphoblastoid cells	singles-GM-rep3	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318527	SRX859359	NextSeq 500	2015-01-31	10	4	Homo sapiens	SRR1779911	SRS830936	GSM1596579	Coriell; https://catalog.coriell.org/0/Sections/Search/Search.aspx?PgId=165&amp;q=GM12878	GM12878	lymphoblastoid cells	singles-GM-rep3	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03317836	SRX859360	NextSeq 500	2015-01-31	49	23	Homo sapiens	SRR1779912	SRS830937	GSM1596580	Coriell; https://catalog.coriell.org/0/Sections/Search/Search.aspx?PgId=165&amp;q=GM12878	GM12878	lymphoblastoid cells	singles-GM-rep3	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
